Gene	Panel
SLC22A5	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
SLC25A19	sub_RefSeq_-20+10_FE_Pontocerebellar_hypoplasia_v1
SLC25A20	Cardiac_SureSelect_All_Regions_forCoverageBed
SLC25A20	FE_Cardiac_SureSelect_hg19_coverage
SLC25A20	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
SLC25A20	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_v1
SLC25A20	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
SLC25A20	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v1
SLC25A20	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
SLC25A20	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_LQT_v1
SLC25A20	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_PulmHypertension_v1
SLC25A20	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_v1
SLC25A20	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy+BAV_v1
SLC25A20	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
SLC25A22	sub_RefSeq_-20+10_FE_Epilepsy_GOS_EIEE_72geneClone_Microcephaly_v1
SLC25A3	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
SLC25A3	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_v1
SLC25A3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
SLC25A3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v1
SLC25A3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
SLC25A3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_LQT_v1
SLC25A3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_PulmHypertension_v1
SLC25A3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_v1
SLC25A3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy+BAV_v1
SLC25A3	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
SLC25A4	FE_CHD_SureSelect_hg19_coverage
SLC25A4	HTG-20+10_hg19
SLC25A4	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
SLC25A4	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_v1
SLC25A4	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
SLC25A4	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v1
SLC25A4	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
SLC25A4	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_LQT_v1
SLC25A4	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_PulmHypertension_v1
SLC25A4	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_v1
SLC25A4	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy+BAV_v1
SLC25A4	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
SLC26A3	sub_RefSeq_-20+10_FE_adHoc_SLC26A3_v1
SLC26A4	sub_RefSeq_-20+10_FE_Deafness_GOS_Cam_clone_v1
SLC26A5	sub_RefSeq_-20+10_FE_Deafness_GOS_Cam_clone_v1
SLC29A3	sub_RefSeq_-20+10_FE_ImmunologyPanel_v1
SLC29A3	sub_RefSeq_-20+10_FE_ImmunologyPanel+NF1ex27_v1
SLC29A3	sub_RefSeq_-20+10_FE_OP-Clone+Osteosclerosis_v1
SLC29A3	sub_RefSeq_-20+10_FE_OP-Clone+Osteosclerosis_v1_covonly
SLC2A1	sub_RefSeq_-20+10_FE_Epilepsy_GOS_EIEE_72geneClone_Microcephaly_v1
SLC2A10	FE_Aortopathy_SureSelect_hg19_coverage
SLC2A10	FE_CHD_SureSelect_hg19_coverage
SLC2A10	sub_RefSeq_-20+10_FE_adHoc_aortopathy_GNAS_PHF6_HDAC4_IDS_v1
SLC2A10	sub_RefSeq_-20+10_FE_Aortopathy_ConnTissue_v1
SLC2A10	sub_RefSeq_-20+10_FE_Aortopathy_ConnTissue_v2
SLC2A10	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v1
SLC2A10	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v2
SLC2A10	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v3
SLC2A10	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v4
SLC2A10	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v4_ForCovAssessmentONLY
SLC2A10	sub_RefSeq_-20+10_FE_Aortopathy_Stickler_v1
SLC2A10	sub_RefSeq_-20+10_FE_Aortopathy_Stickler_v2
SLC2A10	sub_RefSeq_-20+10_FE_Aortopathy_v4
SLC2A10	sub_RefSeq_-20+10_FE_Aortopathy_v5
SLC2A10	sub_RefSeq_-20+10_FE_Aortopathy_v6
SLC2A10	sub_RefSeq_-20+10_FE_AortopathyBAV_v1
SLC2A10	sub_RefSeq_-20+10_FE_AortopathyBAV_v2
SLC2A10	sub_RefSeq_-20+10_FE_AortopathyBAV-CHD_v1
SLC2A10	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
SLC2A10	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v1
SLC2A10	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
SLC2A10	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_Microcephaly_v1
SLC2A10	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_v1
SLC2A10	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
SLC2A10	sub_RefSeq_-20+10_FE_Conntissue_CeGAT+DA_v1
SLC2A10	sub_RefSeq_-20+10_FE_Conntissue_CeGAT+Stickler_v1
SLC2A10	sub_RefSeq_-20+10_FE_ConnTissue_v1
SLC35A2	sub_RefSeq_-20+10_FE_Epilepsy_GOS_EIEE_72geneClone_Microcephaly_v1
SLC35C1	sub_RefSeq_-20+10_FE_ImmunologyPanel_v1
SLC35C1	sub_RefSeq_-20+10_FE_ImmunologyPanel+NF1ex27_v1
SLC37A4	sub_RefSeq_-20+10_FE_ImmunologyPanel_v1
SLC37A4	sub_RefSeq_-20+10_FE_ImmunologyPanel+NF1ex27_v1
SLC39A13	sub_RefSeq_-20+10_FE_Aortopathy_ConnTissue_v1
SLC39A13	sub_RefSeq_-20+10_FE_Aortopathy_ConnTissue_v2
SLC39A13	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
SLC39A13	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v1
SLC39A13	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
SLC39A13	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_Microcephaly_v1
SLC39A13	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_v1
SLC39A13	sub_RefSeq_-20+10_FE_Conntissue_CeGAT+DA_v1
SLC39A13	sub_RefSeq_-20+10_FE_Conntissue_CeGAT+Stickler_v1
SLC39A13	sub_RefSeq_-20+10_FE_ConnTissue_v1
SLC39A4	sub_RefSeq_-20+10_FE_adHoc_SLC39A4_v1
SLC4A11	sub_RefSeq_-20+10_FE_Deafness_GOS_Cam_clone_v1
SLC5A7	IPN-Ext_QXT
SLC5A7	IPN-Ext_QXT_hg19_coverage
SLC5A7	IPN-Ext_QXT_hg19_coverage_newbits
SLC5A7	sub_RefSeq_-20+10_FE_IPN_extended_v1
SLC6A1	sub_RefSeq_-20+10_FE_Epilepsy_GOS_EIEE_72geneClone_Microcephaly_v1
SLC6A5	sub_RefSeq_-20+10_FE_adHoc_Hyperekplexia_Overgrowth_COL4A1_COL4A2_PHOX2B_v1
SLC6A5	sub_RefSeq_-20+10_FE_Hyperekplexia_v1
SLC9A6	sub_RefSeq_-20+10_FE_Epilepsy_GOS_EIEE_72geneClone_Microcephaly_v1
SLX4	Breakage_fixedPOLH
SLX4	CBD_SURESELECT
SLX4	combined
SLX4	FANC_SURESELECT
SLX4	IBMFS_SURESELECT
SLX4	KR_TSC_flank20
SLX4	sub_RefSeq_-20+10_FE_Cardiac_CHD_Breakage_v1
SLX4	sub_RefSeq_-20+10_FE_ChromsomeBreakage_v1
SLX4	sub_RefSeq_-20+10_FE_ChromsomeBreakage+EHMT1_v1
SLX4	sub_RefSeq_-20+10_FE_IBMFS
SMAD2	sub_RefSeq_-20+10_FE_adHoc_aortopathy_GNAS_PHF6_HDAC4_IDS_v1
SMAD2	sub_RefSeq_-20+10_FE_Aortopathy_ConnTissue_v1
SMAD2	sub_RefSeq_-20+10_FE_Aortopathy_ConnTissue_v2
SMAD2	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v1
SMAD2	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v2
SMAD2	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v3
SMAD2	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v4
SMAD2	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v4_ForCovAssessmentONLY
SMAD2	sub_RefSeq_-20+10_FE_Aortopathy_Stickler_v1
SMAD2	sub_RefSeq_-20+10_FE_Aortopathy_Stickler_v2
SMAD2	sub_RefSeq_-20+10_FE_Aortopathy_v4
SMAD2	sub_RefSeq_-20+10_FE_Aortopathy_v5
SMAD2	sub_RefSeq_-20+10_FE_Aortopathy_v6
SMAD2	sub_RefSeq_-20+10_FE_AortopathyBAV_v1
SMAD2	sub_RefSeq_-20+10_FE_AortopathyBAV_v2
SMAD2	sub_RefSeq_-20+10_FE_AortopathyBAV-CHD_v1
SMAD2	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
SMAD2	sub_RefSeq_-20+10_FE_Cardiac_CHD_Breakage_v1
SMAD2	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_Microcephaly_v1
SMAD2	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_v1
SMAD2	sub_RefSeq_-20+10_FE_Cardiac_CHD_Hypoparathy_microcep_noonan_CdLddx_v1
SMAD2	sub_RefSeq_-20+10_FE_Cardiac_CHD_v1
SMAD2	sub_RefSeq_-20+10_FE_Cardiac_CHD_v2
SMAD2	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
SMAD3	FE_Aortopathy_SureSelect_hg19_coverage
SMAD3	FE_CHD_SureSelect_hg19_coverage
SMAD3	sub_RefSeq_-20+10_FE_adHoc_aortopathy_GNAS_PHF6_HDAC4_IDS_v1
SMAD3	sub_RefSeq_-20+10_FE_Aortopathy_ConnTissue_v1
SMAD3	sub_RefSeq_-20+10_FE_Aortopathy_ConnTissue_v2
SMAD3	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v1
SMAD3	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v2
SMAD3	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v3
SMAD3	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v4
SMAD3	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v4_ForCovAssessmentONLY
SMAD3	sub_RefSeq_-20+10_FE_Aortopathy_Stickler_v1
SMAD3	sub_RefSeq_-20+10_FE_Aortopathy_Stickler_v2
SMAD3	sub_RefSeq_-20+10_FE_Aortopathy_v4
SMAD3	sub_RefSeq_-20+10_FE_Aortopathy_v5
SMAD3	sub_RefSeq_-20+10_FE_Aortopathy_v6
SMAD3	sub_RefSeq_-20+10_FE_AortopathyBAV_v1
SMAD3	sub_RefSeq_-20+10_FE_AortopathyBAV_v2
SMAD3	sub_RefSeq_-20+10_FE_AortopathyBAV-CHD_v1
SMAD3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
SMAD3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v1
SMAD3	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
SMAD3	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_Microcephaly_v1
SMAD3	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_v1
SMAD3	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
SMAD3	sub_RefSeq_-20+10_FE_Conntissue_CeGAT+DA_v1
SMAD3	sub_RefSeq_-20+10_FE_Conntissue_CeGAT+Stickler_v1
SMAD3	sub_RefSeq_-20+10_FE_ConnTissue_v1
SMAD4	FE_Aortopathy_SureSelect_hg19_coverage
SMAD4	KR_TSC_flank20
SMAD4	sub_RefSeq_-20+10_FE_adHoc_aortopathy_GNAS_PHF6_HDAC4_IDS_v1
SMAD4	sub_RefSeq_-20+10_FE_Aortopathy_ConnTissue_v1
SMAD4	sub_RefSeq_-20+10_FE_Aortopathy_ConnTissue_v2
SMAD4	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v1
SMAD4	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v2
SMAD4	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v3
SMAD4	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v4
SMAD4	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v4_ForCovAssessmentONLY
SMAD4	sub_RefSeq_-20+10_FE_Aortopathy_Stickler_v1
SMAD4	sub_RefSeq_-20+10_FE_Aortopathy_Stickler_v2
SMAD4	sub_RefSeq_-20+10_FE_Aortopathy_v4
SMAD4	sub_RefSeq_-20+10_FE_Aortopathy_v5
SMAD4	sub_RefSeq_-20+10_FE_Aortopathy_v6
SMAD4	sub_RefSeq_-20+10_FE_AortopathyBAV_v1
SMAD4	sub_RefSeq_-20+10_FE_AortopathyBAV_v2
SMAD4	sub_RefSeq_-20+10_FE_AortopathyBAV-CHD_v1
SMAD4	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
SMAD6	FE_CHD_SureSelect_hg19_coverage
SMAD6	sub_RefSeq_-20+10_FE_AortopathyBAV-CHD_v1
SMAD6	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
SMAD6	sub_RefSeq_-20+10_FE_Cardiac_CHD_Breakage_v1
SMAD6	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_Microcephaly_v1
SMAD6	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_v1
SMAD6	sub_RefSeq_-20+10_FE_Cardiac_CHD_Hypoparathy_microcep_noonan_CdLddx_v1
SMAD6	sub_RefSeq_-20+10_FE_Cardiac_CHD_v1
SMAD6	sub_RefSeq_-20+10_FE_Cardiac_CHD_v2
SMAD6	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
SMAD9	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_PulmHypertension_v1
SMAD9	sub_RefSeq_-20+10_FE_Cardiac_PulmonaryHypertension_v1
SMARCA2	sub_RefSeq_-20+10_FE_adHoc_CoffinSiris_EHMT1_v1
SMARCA2	sub_RefSeq_-20+10_FE_adHoc_CoffinSiris_Overgrowth_v1_ForCovAssessmentONLY
SMARCA2	sub_RefSeq_-20+10_FE_adHoc_EHMT1-SETBP1-SMARCA2-ARID1B_v1
SMARCA2	sub_RefSeq_-20+10_FE_adHoc_Noonan_CdLS_ddx_Koolen_de_Vries_Kleefstra
SMARCA2	sub_RefSeq_-20+10_FE_Cardiac_CHD_Hypoparathy_microcep_noonan_CdLddx_v1
SMARCA2	sub_RefSeq_-20+10_FE_CdL_and_Differentials_MICROCEPHALY_v1
SMARCA2	sub_RefSeq_-20+10_FE_CdL_and_Differentials_v1
SMARCA2	sub_RefSeq_-20+10_FE_CdL_and_Differentials+NRXN1_v1
SMARCA2	sub_RefSeq_-20+10_FE_CoffinSiris_v2
SMARCA4	sub_RefSeq_-20+10_FE_adHoc_CoffinSiris_EHMT1_v1
SMARCA4	sub_RefSeq_-20+10_FE_adHoc_CoffinSiris_Overgrowth_v1_ForCovAssessmentONLY
SMARCA4	sub_RefSeq_-20+10_FE_adHoc_Noonan_CdLS_ddx_Koolen_de_Vries_Kleefstra
SMARCA4	sub_RefSeq_-20+10_FE_Cardiac_CHD_Hypoparathy_microcep_noonan_CdLddx_v1
SMARCA4	sub_RefSeq_-20+10_FE_CdL_and_Differentials_MICROCEPHALY_v1
SMARCA4	sub_RefSeq_-20+10_FE_CdL_and_Differentials_v1
SMARCA4	sub_RefSeq_-20+10_FE_CdL_and_Differentials+NRXN1_v1
SMARCA4	sub_RefSeq_-20+10_FE_CDL-CoffinSiris_v1
SMARCA4	sub_RefSeq_-20+10_FE_CoffinSiris
SMARCA4	sub_RefSeq_-20+10_FE_CoffinSiris_v2
SMARCAL1	FE_SRNS_SureSelect_hg19_coverage
SMARCAL1	SRNS_new
SMARCAL1	SRNS_V5
SMARCAL1	sub_RefSeq_-20+10_FE_ImmunologyPanel_v1
SMARCAL1	sub_RefSeq_-20+10_FE_ImmunologyPanel+NF1ex27_v1
SMARCB1	KR_TSC_flank20
SMARCB1	sub_RefSeq_-20+10_FE_adHoc_CoffinSiris_EHMT1_v1
SMARCB1	sub_RefSeq_-20+10_FE_adHoc_CoffinSiris_Overgrowth_v1_ForCovAssessmentONLY
SMARCB1	sub_RefSeq_-20+10_FE_adHoc_Noonan_CdLS_ddx_Koolen_de_Vries_Kleefstra
SMARCB1	sub_RefSeq_-20+10_FE_Cardiac_CHD_Hypoparathy_microcep_noonan_CdLddx_v1
SMARCB1	sub_RefSeq_-20+10_FE_CdL_and_Differentials_MICROCEPHALY_v1
SMARCB1	sub_RefSeq_-20+10_FE_CdL_and_Differentials_v1
SMARCB1	sub_RefSeq_-20+10_FE_CdL_and_Differentials+NRXN1_v1
SMARCB1	sub_RefSeq_-20+10_FE_CDL-CoffinSiris_v1
SMARCB1	sub_RefSeq_-20+10_FE_CoffinSiris
SMARCB1	sub_RefSeq_-20+10_FE_CoffinSiris_v2
SMARCE1	sub_RefSeq_-20+10_FE_adHoc_CoffinSiris_EHMT1_v1
SMARCE1	sub_RefSeq_-20+10_FE_adHoc_CoffinSiris_Overgrowth_v1_ForCovAssessmentONLY
SMARCE1	sub_RefSeq_-20+10_FE_adHoc_Noonan_CdLS_ddx_Koolen_de_Vries_Kleefstra
SMARCE1	sub_RefSeq_-20+10_FE_Cardiac_CHD_Hypoparathy_microcep_noonan_CdLddx_v1
SMARCE1	sub_RefSeq_-20+10_FE_CdL_and_Differentials_MICROCEPHALY_v1
SMARCE1	sub_RefSeq_-20+10_FE_CdL_and_Differentials_v1
SMARCE1	sub_RefSeq_-20+10_FE_CdL_and_Differentials+NRXN1_v1
SMARCE1	sub_RefSeq_-20+10_FE_CDL-CoffinSiris_v1
SMARCE1	sub_RefSeq_-20+10_FE_CoffinSiris
SMARCE1	sub_RefSeq_-20+10_FE_CoffinSiris_v2
SMC1A	sub_RefSeq_-20+10_FE_adHoc_Noonan_CdLS_ddx_Koolen_de_Vries_Kleefstra
SMC1A	sub_RefSeq_-20+10_FE_Cardiac_CHD_Hypoparathy_microcep_noonan_CdLddx_v1
SMC1A	sub_RefSeq_-20+10_FE_CdL_and_Differentials_MICROCEPHALY_v1
SMC1A	sub_RefSeq_-20+10_FE_CdL_and_Differentials_v1
SMC1A	sub_RefSeq_-20+10_FE_CdL_and_Differentials+NRXN1_v1
SMC1A	sub_RefSeq_-20+10_FE_CDL_v1
SMC1A	sub_RefSeq_-20+10_FE_CDL-CoffinSiris_v1
SMC3	sub_RefSeq_-20+10_FE_adHoc_Noonan_CdLS_ddx_Koolen_de_Vries_Kleefstra
SMC3	sub_RefSeq_-20+10_FE_Cardiac_CHD_Hypoparathy_microcep_noonan_CdLddx_v1
SMC3	sub_RefSeq_-20+10_FE_CdL_and_Differentials_MICROCEPHALY_v1
SMC3	sub_RefSeq_-20+10_FE_CdL_and_Differentials_v1
SMC3	sub_RefSeq_-20+10_FE_CdL_and_Differentials+NRXN1_v1
SMC3	sub_RefSeq_-20+10_FE_CDL_v1
SMC3	sub_RefSeq_-20+10_FE_CDL-CoffinSiris_v1
SMCHD1	FE_FSHD2_SureSelect_hg19_coverage
SMCHD1	sub_RefSeq_-20+10_FE_SMCHD2_v2
SMPX	sub_RefSeq_-20+10_FE_Deafness_GOS_Cam_clone_v1
SNAI2	sub_RefSeq_-20+10_FE_Deafness_GOS_Cam_clone_v1
SNAI2	sub_RefSeq_-20+10_FE_Deafness_Waardenburg_v1
SNTA1	FE_CHD_SureSelect_hg19_coverage
SNTA1	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
SNTA1	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_v1
SNTA1	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_LQTonly_v1
SNTA1	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_v1
SNTA1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
SNTA1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_LQT_v1
SNTA1	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
SNX10	FE_OP_SureSelect_hg19_coverage
SNX10	sub_RefSeq_-20+10_FE_OP_clone_v1
SNX10	sub_RefSeq_-20+10_FE_OP_clone_v1_covonly
SNX10	sub_RefSeq_-20+10_FE_OP-Clone+Osteosclerosis_v1
SNX10	sub_RefSeq_-20+10_FE_OP-Clone+Osteosclerosis_v1_covonly
SOS1	FE_CHD_SureSelect_hg19_coverage
SOS1	sub_RefSeq_-20+10_FE_adHoc_Noonan_CdLS_ddx_Koolen_de_Vries_Kleefstra
SOS1	sub_RefSeq_-20+10_FE_adHoc_Noonan_Wiedemann-Steiner_v1
SOS1	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
SOS1	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_v1
SOS1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
SOS1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v1
SOS1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
SOS1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_LQT_v1
SOS1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_PulmHypertension_v1
SOS1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_v1
SOS1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy+BAV_v1
SOS1	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_Microcephaly_v1
SOS1	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_v1
SOS1	sub_RefSeq_-20+10_FE_Cardiac_CHD_Hypoparathy_microcep_noonan_CdLddx_v1
SOS1	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
SOST	FE_OP_SureSelect_hg19_coverage
SOST	sub_RefSeq_-20+10_FE_OP_clone_v1
SOST	sub_RefSeq_-20+10_FE_OP_clone_v1_covonly
SOST	sub_RefSeq_-20+10_FE_OP-Clone+Osteosclerosis_v1
SOST	sub_RefSeq_-20+10_FE_OP-Clone+Osteosclerosis_v1_covonly
SOX10	IPN_All_ROIs_Regions_forCoverageBed
SOX10	FE_IPN_SureSelect_hg19_coverage
SOX10	IPN_SureSelect_V1_Regions_forCoverageBed
SOX10	IPN-Ext_QXT
SOX10	IPN-Ext_QXT_hg19_coverage
SOX10	IPN-Ext_QXT_hg19_coverage_overlap
SOX10	sub_RefSeq_-20+10_FE_Deafness_GOS_Cam_clone_v1
SOX10	sub_RefSeq_-20+10_FE_Deafness_Waardenburg_v1
SOX10	sub_RefSeq_-20+10_FE_Hypogonadotrophic_hypogonadism+MID1_v1
SOX10	sub_RefSeq_-20+10_FE_IPNClone+AIFM1_v1
SOX18	sub_RefSeq_-20+10_FE_adHoc_aortopathy_GNAS_PHF6_HDAC4_IDS_v1
SOX18	sub_RefSeq_-20+10_FE_Aortopathy_ConnTissue_v1
SOX18	sub_RefSeq_-20+10_FE_Aortopathy_ConnTissue_v2
SOX18	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v1
SOX18	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v2
SOX18	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v3
SOX18	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v4
SOX18	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v4_ForCovAssessmentONLY
SOX18	sub_RefSeq_-20+10_FE_Aortopathy_Stickler_v1
SOX18	sub_RefSeq_-20+10_FE_Aortopathy_Stickler_v2
SOX18	sub_RefSeq_-20+10_FE_Aortopathy_v4
SOX18	sub_RefSeq_-20+10_FE_Aortopathy_v5
SOX18	sub_RefSeq_-20+10_FE_Aortopathy_v6
SOX18	sub_RefSeq_-20+10_FE_AortopathyBAV_v1
SOX18	sub_RefSeq_-20+10_FE_AortopathyBAV_v2
SOX18	sub_RefSeq_-20+10_FE_AortopathyBAV-CHD_v1
SOX18	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
SPECC1L	sub_RefSeq_-20+10_FE_adHoc_MID1_SPECC1L_v1
SPINK5	sub_RefSeq_-20+10_FE_ImmunologyPanel_v1
SPINK5	sub_RefSeq_-20+10_FE_ImmunologyPanel+NF1ex27_v1
SPRED1	FE_CHD_SureSelect_hg19_coverage
SPRED1	sub_RefSeq_-20+10_FE_adHoc_Noonan_CdLS_ddx_Koolen_de_Vries_Kleefstra
SPRED1	sub_RefSeq_-20+10_FE_adHoc_Noonan_Wiedemann-Steiner_v1
SPRED1	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
SPRED1	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_v1
SPRED1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
SPRED1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v1
SPRED1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
SPRED1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_LQT_v1
SPRED1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_PulmHypertension_v1
SPRED1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_v1
SPRED1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy+BAV_v1
SPRED1	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_Microcephaly_v1
SPRED1	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_v1
